timestamp_open,price_open,price_high,price_low,price_close,volume,timestamp_close,asset_volume_quote,trades_number,asset_volume_taker_base,asset_volume_taker_quote,trend_direction,trend_direction_change,trend_direction_consecutive,trend_direction_swing,24h_price_diff,rsi,cci,williams,sar,ma,ema,obv,adl,adx,High-Low,High-PrevClose,Low-PrevClose,TR,UpMove,DownMove,adx_dm_pos,adx_dm_neg,adx_di_pos,adx_di_neg,adx_dx,aroon,High_Rolling_Max,Low_Rolling_Min,Periods_Since_Highest,Periods_Since_Lowest,Aroon_Up,Aroon_Down,macd,EMA_12,EMA_26,MACD_Line,MACD_Signal_Line,so,%K,Middle Band,Standard Deviation,boll_up,boll_down,ichi_conversion,ichi_base,ichi_span_a,ichi_span_b,ichi_span_lagging
1503014400000,302.0,311.79,283.94,293.96,9537.84646,1503100799999,2858946.5093539,5658,7452.43542,2240813.2612264,-8.04000000000002,1,0,27.850000000000023,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,27.850000000000023,,,27.850000000000023,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,293.96,293.96,0.0,0.0,0.0,,,,0.0,0.0,,,,,215.21
1503100800000,293.31,299.9,278.0,290.91,2146.19773,1503187199999,620022.5898617,1795,1537.9755,444713.6122086,-2.3999999999999773,0,1,21.899999999999977,-3.0499999999999545,0.0,0.0,0.0,8.04,0.0,0.0,-2146.19773,384.1595936803728,100.0,21.899999999999977,5.939999999999998,15.95999999999998,21.899999999999977,-11.890000000000043,5.939999999999998,0.0,5.939999999999998,0.0,2.927189848466179,100.0,0.0,,,,,,,-0.1946438746438616,293.4907692307692,293.73407407407404,-0.243304843304827,-0.0486609686609654,0.0,,,,0.0,0.0,,,,,253.0
1503187200000,289.41,300.53,282.85,299.1,2510.13871,1503273599999,742847.8945599,2038,2186.68739,647506.0620205,9.689999999999998,1,0,17.67999999999995,8.189999999999998,0.0,0.0,0.0,19.7144,0.0,0.0,363.9409800000003,2488.2464535333274,97.09241952232608,17.67999999999995,9.619999999999948,8.060000000000002,17.67999999999995,0.6299999999999955,-4.850000000000023,0.6299999999999955,0.0,0.3255000904166893,2.6598007388335367,78.19314641744562,0.0,,,,,,,0.2166709685797832,294.35372781065087,294.1315500685871,0.2221777420637636,0.0055067734839803,0.0,,,,0.0,0.0,,,,,249.31
1503273600000,299.1,346.52,294.6,323.29,5219.44542,1503359999999,1689472.341214,3925,4004.19967,1297977.4231142,24.19,0,1,51.91999999999996,24.19,0.0,0.0,0.0,36.56333599999999,0.0,0.0,5583.3864,3037.13266295552,95.14712438730857,51.91999999999996,47.41999999999996,4.5,51.91999999999996,45.99000000000001,-11.75,45.99000000000001,0.0,21.185286275826936,2.0311215671357536,82.50270600969459,0.0,,,,,,,2.00681597716154,298.80546199362766,296.29143524869176,2.5140267449359044,0.5072107677743651,0.0,,,,0.0,0.0,,,,,257.55
1503360000000,321.04,330.41,144.21,309.8,7956.35088,1503446399999,2454425.8033137,6577,4433.78132,1364472.488333,-11.240000000000007,1,0,186.2,-13.490000000000007,0.0,0.0,0.0,61.35986911999999,0.0,0.0,-2372.96448,9232.147435148858,90.2671167427726,186.2,7.1200000000000045,179.08,186.2,-16.109999999999957,150.39,0.0,150.39,10.710043410721635,40.96322865661157,58.547067053288814,0.0,,,,,,,2.158119149387552,300.4969293792234,297.2920696747146,3.204859704508806,1.0467405551212534,0.0,,,,0.0,0.0,,,,,294.57
1503446400000,312.25,324.99,309.41,315.74,8665.72569,1503532799999,2753464.9450408,8540,2282.23633,728206.9176149,3.490000000000009,1,0,15.579999999999984,5.939999999999998,0.0,0.0,0.0,84.1726795904,0.0,0.0,6292.76121,7608.019128679014,86.03777678417475,15.579999999999984,15.189999999999998,0.3899999999999863,15.579999999999984,-5.420000000000016,-165.20000000000002,0.0,0.0,10.222061271019594,39.09681941788278,58.54706705328883,0.0,,,,,,,2.509354863816617,302.8420171670352,298.6585830321432,4.183434134892025,1.6740792710754078,0.0,,,,0.0,0.0,,,,,284.0
1503532800000,315.74,328.04,314.01,323.42,6753.27192,1503619199999,2159417.1141537,6495,1901.90029,610929.1471679,7.680000000000007,0,1,14.03000000000003,7.680000000000007,0.0,0.0,0.0,105.160465223168,0.0,0.0,13046.03313,9913.6622146947,81.94022604452687,14.03000000000003,12.300000000000011,1.7300000000000182,14.03000000000003,3.050000000000012,-4.599999999999966,3.050000000000012,0.0,10.742661176270172,37.32954684227047,55.30614623681564,0.0,,,,,,,3.0728154735395083,306.007860679799,300.49276206679923,5.515098612999793,2.442283139460285,0.0,,,,0.0,0.0,,,,,282.0
1503619200000,323.42,338.28,323.42,327.24,7125.96962,1503705599999,2354162.038294,7452,2595.82561,859314.6835184,3.819999999999993,0,2,14.859999999999957,3.819999999999993,0.0,0.0,0.0,124.46922800531456,0.0,0.0,20172.00275,6451.380878463209,76.86955779550671,14.859999999999957,14.859999999999957,0.0,14.859999999999957,10.239999999999952,-9.410000000000023,10.239999999999952,0.0,13.787728389288825,35.37533467808524,43.91021417687568,0.0,,,,,,,3.486417249549835,309.27434365213765,302.47403895074007,6.800304701397579,3.313887451847744,0.0,,,,0.0,0.0,,,,,257.0
1503705600000,327.24,335.44,323.41,330.79,4877.68521,1503791999999,1601994.3773166,4400,941.99655,311132.2631003,3.550000000000012,0,3,12.029999999999973,3.550000000000012,0.0,0.0,0.0,142.23328976488938,0.0,0.0,25049.68796,7558.286998438281,72.47559694140624,12.029999999999973,8.199999999999989,3.829999999999984,12.029999999999973,-2.839999999999975,0.0099999999999909,0.0,0.0099999999999909,13.144933927182617,33.72998484509648,43.91485138975316,0.0,,,,,,,3.759231703922106,312.5844446287319,304.5715175469815,8.012927081750377,4.253695377828271,0.0,,,,0.0,0.0,245.365,,,,264.0
1503792000000,332.18,348.13,330.73,348.13,4635.43715,1503878399999,1554477.3581603,4973,1166.20029,392130.1151986,15.949999999999989,0,4,17.399999999999977,17.339999999999975,0.0,0.0,0.0,158.57622658369823,0.0,293.96,29685.12511,12193.72414843828,66.59544765709629,17.399999999999977,17.339999999999975,0.0600000000000022,17.399999999999977,12.689999999999998,-7.319999999999993,12.689999999999998,0.0,17.4608274488027,31.295053954396035,28.37447730908155,0.0,,,,,,,4.800979542670422,318.05299160892696,307.79807180276066,10.2549198061663,5.453940263495877,0.0,,,,0.0,0.0,246.17,,,,285.93
1503878400000,348.11,351.0,331.95,346.0,4279.1817,1503964799999,1463758.1691041,4526,1114.26279,383473.9889103,-2.1100000000000136,1,0,19.05000000000001,-2.1299999999999955,0.0,0.0,0.0,177.5316039253284,0.0,293.4054545454545,25405.94341,14226.616242139067,61.030210347562345,19.05000000000001,2.8700000000000045,16.180000000000007,19.05000000000001,2.8700000000000045,-1.2199999999999704,2.8700000000000045,0.0,17.260654192081535,28.679654399891,24.856167835591727,0.0,,,,,,,5.016597468870728,322.3525313613997,310.6278442618154,11.724687099584289,6.708089630713559,0.0,,,,0.0,0.0,247.605,,,,282.0
1503964800000,347.0,377.6,346.0,374.7,3032.13425,1504051199999,1102069.6205809,3265,923.16784,334768.8104693,27.69999999999999,1,0,31.600000000000023,28.69999999999999,0.0,0.0,0.0,198.347811454289,0.0,294.44082644628094,28438.07766,16702.219522202355,53.35200362036792,31.600000000000023,31.600000000000023,0.0,31.600000000000023,26.600000000000023,-14.050000000000011,26.600000000000023,0.0,26.488369720124748,24.72476358813036,3.4436598936041047,0.0,,,,,,,6.65917485781257,330.40598807503056,315.3739298720513,15.032058202979272,8.372883345166702,0.0,,,,0.0,0.0,260.90500000000003,,,,294.42
1504051200000,374.7,393.71,362.05,385.93,4446.59608,1504137599999,1679526.2125115,4812,1285.37799,487837.7447577,11.230000000000018,0,1,31.659999999999968,11.230000000000018,0.0,0.0,0.0,223.4431178506885,0.0,299.6861307287753,32884.67374,18963.43862795093,48.45790875055119,31.659999999999968,19.00999999999999,12.649999999999975,31.659999999999968,16.109999999999957,-16.05000000000001,16.109999999999957,0.0,29.8427483161993,21.3251847226816,16.646292096742453,0.0,,,,,,,7.97996397883513,338.9481437557951,320.6003054370845,18.34783831871061,10.367874339875485,0.0,,,,0.0,0.0,268.96,,,,287.9
1504137600000,384.64,389.36,377.78,384.79,4435.86855,1504223999999,1704441.3942666,4574,1432.19381,550808.610884,0.1500000000000341,0,2,11.58000000000004,-1.1399999999999864,0.0,0.0,0.0,250.6858189945784,0.0,301.52501605081613,28448.80519,19898.11213934992,44.216359863376695,11.58000000000004,3.430000000000007,8.150000000000034,11.58000000000004,-4.349999999999966,-15.72999999999996,0.0,0.0,28.20600667048956,20.1555934515211,16.646292096742464,57.14285714285714,393.71,144.21,2.0,10.0,85.71428571428571,28.57142857142857,8.222212045862978,346.0007370241343,325.3550976269301,20.645639397204206,12.423427351341228,0.0,96.4248496993988,,,0.0,0.0,351.56,,,,309.74
1504224000000,386.44,394.39,383.18,388.46,4198.68434,1504310399999,1635227.6137661,4124,1564.05531,609630.9497713,2.019999999999982,0,3,11.20999999999998,3.669999999999959,85.22964509394575,0.0,0.0237029338876009,273.56968795544583,0.0,304.10955858703136,32647.48953,19654.655866290137,41.13807763305368,11.20999999999998,9.599999999999966,1.6100000000000136,11.20999999999998,5.029999999999973,-5.400000000000034,5.029999999999973,0.0,29.16797328405164,18.992111810038903,21.129243135954013,71.42857142857143,394.39,144.21,1.0,11.0,92.85714285714286,21.428571428571427,8.063975309617845,352.53293132811365,330.0295348397501,22.50339648836353,14.43942117874569,0.0,97.6297066112399,,,0.0,0.0,354.2,,,,302.44
1504310400000,388.58,394.32,320.08,343.14,8240.32724,1504396799999,2904008.4613861,8217,2460.66776,868487.2833919,-45.44,1,0,74.24000000000001,-45.31999999999999,64.8052610692216,0.0,0.2048525061955392,295.3173441234656,0.0,307.62054793484384,24407.16229,16533.454330880653,39.90523592727452,74.24000000000001,5.860000000000014,68.38,74.24000000000001,-0.0699999999999931,63.10000000000002,0.0,63.10000000000002,20.2399739142698,39.19475924725121,31.891764839709992,71.42857142857142,394.39,144.21,2.0,12.0,85.71428571428571,14.285714285714285,4.518210707216497,351.0878649699423,331.000680407176,20.08718456276631,15.568973855549814,91.18976856369493,79.51474938044608,,,0.0,0.0,357.235,,,,292.22
